"target_end_date","location","target","observation"
2025-01-04,"south-augusta","Flu ED visits pct",4.24
2025-01-04,"la-grange","Flu ED visits pct",6.39
2025-01-04,"macon","Flu ED visits pct",1.79
2025-01-04,"indianapolis","Flu ED visits pct",3.56
2025-01-04,"portland","Flu ED visits pct",2.13
2025-01-04,"baltimore","Flu ED visits pct",3.47
2025-01-04,"harford","Flu ED visits pct",4.83
2025-01-04,"pittsfield","Flu ED visits pct",3.61
2025-01-04,"boston","Flu ED visits pct",3.45
2025-01-04,"lynn","Flu ED visits pct",3.65
2025-01-04,"minnesota","Flu ED visits pct",7.34
2025-01-04,"duluth","Flu ED visits pct",6.9
2025-01-04,"minneapolis","Flu ED visits pct",7.93
2025-01-04,"rochester","Flu ED visits pct",5.11
2025-01-04,"st-paul","Flu ED visits pct",7.7
2025-01-04,"st-cloud","Flu ED visits pct",8.8
2025-01-04,"charleston","Flu ED visits pct",3.27
2025-01-04,"horry","Flu ED visits pct",3.69
2025-01-04,"greenville","Flu ED visits pct",2.92
2025-01-04,"san-antonio","Flu ED visits pct",5.72
2025-01-04,"houston","Flu ED visits pct",5.5
2025-01-04,"el-paso","Flu ED visits pct",7.13
2025-01-04,"beaumont","Flu ED visits pct",6.82
2025-01-04,"austin","Flu ED visits pct",3.67
2025-01-04,"dallas","Flu ED visits pct",4.98
2025-01-04,"salt-lake-city","Flu ED visits pct",7.64
2025-01-04,"provo","Flu ED visits pct",7.62
2025-01-04,"roanoke","Flu ED visits pct",2.51
2025-01-11,"colorado","Flu ED visits pct",4.15
2025-01-11,"denver","Flu ED visits pct",4.52
2025-01-11,"mesa","Flu ED visits pct",4.79
2025-01-11,"weld","Flu ED visits pct",3.65
2025-01-11,"georgia","Flu ED visits pct",4.05
2025-01-11,"macon","Flu ED visits pct",1.83
2025-01-11,"south-augusta","Flu ED visits pct",3.79
2025-01-11,"henry","Flu ED visits pct",5.62
2025-01-11,"hall","Flu ED visits pct",3.83
2025-01-11,"athens","Flu ED visits pct",5.02
2025-01-11,"columbus","Flu ED visits pct",2.93
2025-01-11,"la-grange","Flu ED visits pct",5.83
2025-01-11,"indianapolis","Flu ED visits pct",2.55
2025-01-11,"portland","Flu ED visits pct",2.29
2025-01-11,"bangor","Flu ED visits pct",2.46
2025-01-11,"maryland","Flu ED visits pct",3.76
2025-01-11,"baltimore","Flu ED visits pct",3.59
2025-01-11,"montgomery","Flu ED visits pct",3.67
2025-01-11,"boston","Flu ED visits pct",3.63
2025-01-11,"lynn","Flu ED visits pct",4.11
2025-01-11,"st-cloud","Flu ED visits pct",11.32
2025-01-11,"st-paul","Flu ED visits pct",8.82
2025-01-11,"duluth","Flu ED visits pct",6.55
2025-01-11,"minneapolis","Flu ED visits pct",8.16
2025-01-11,"charleston","Flu ED visits pct",3.45
2025-01-11,"florence","Flu ED visits pct",5.71
2025-01-11,"columbia","Flu ED visits pct",4.99
2025-01-11,"rock-hill","Flu ED visits pct",5.62
2025-01-11,"san-antonio","Flu ED visits pct",5.47
2025-01-11,"houston","Flu ED visits pct",4.17
2025-01-11,"austin","Flu ED visits pct",3.89
2025-01-11,"dallas","Flu ED visits pct",5.05
2025-01-11,"beaumont","Flu ED visits pct",3.55
2025-01-11,"el-paso","Flu ED visits pct",7.3
2025-01-11,"utah","Flu ED visits pct",5.03
2025-01-11,"provo","Flu ED visits pct",4.29
2025-01-11,"salt-lake-city","Flu ED visits pct",4.95
2025-01-11,"ogden","Flu ED visits pct",4.1
2025-01-11,"roanoke","Flu ED visits pct",1.98
2025-01-18,"colorado-springs","Flu ED visits pct",3.04
2025-01-18,"denver","Flu ED visits pct",4.31
2025-01-18,"weld","Flu ED visits pct",4.55
2025-01-18,"hall","Flu ED visits pct",3.6
2025-01-18,"south-augusta","Flu ED visits pct",4.39
2025-01-18,"marietta","Flu ED visits pct",5.77
2025-01-18,"la-grange","Flu ED visits pct",7.89
2025-01-18,"cherokee","Flu ED visits pct",7.44
2025-01-18,"savannah","Flu ED visits pct",4.22
2025-01-18,"columbus","Flu ED visits pct",4.71
2025-01-18,"macon","Flu ED visits pct",2.28
2025-01-18,"athens","Flu ED visits pct",6.22
2025-01-18,"floyd","Flu ED visits pct",9.1
2025-01-18,"henry","Flu ED visits pct",6.9
2025-01-18,"indianapolis","Flu ED visits pct",3.38
2025-01-18,"portland","Flu ED visits pct",1.77
2025-01-18,"baltimore","Flu ED visits pct",4.9
2025-01-18,"montgomery","Flu ED visits pct",4.02
2025-01-18,"new-bedford","Flu ED visits pct",5.18
2025-01-18,"minneapolis","Flu ED visits pct",9.25
2025-01-18,"st-paul","Flu ED visits pct",8.83
2025-01-18,"duluth","Flu ED visits pct",7.5
2025-01-18,"st-cloud","Flu ED visits pct",16.58
2025-01-18,"rochester","Flu ED visits pct",8.62
2025-01-18,"florence","Flu ED visits pct",10.65
2025-01-18,"san-antonio","Flu ED visits pct",8.8
2025-01-18,"el-paso","Flu ED visits pct",5.95
2025-01-18,"houston","Flu ED visits pct",5.38
2025-01-18,"dallas","Flu ED visits pct",5.98
2025-01-18,"austin","Flu ED visits pct",6.83
2025-01-18,"beaumont","Flu ED visits pct",5.76
2025-01-18,"utah","Flu ED visits pct",4.49
2025-01-18,"ogden","Flu ED visits pct",5.03
2025-01-18,"salt-lake-city","Flu ED visits pct",4.22
2025-01-18,"provo","Flu ED visits pct",3.3
2025-01-25,"denver","Flu ED visits pct",4.23
2025-01-25,"mesa","Flu ED visits pct",4.06
2025-01-25,"weld","Flu ED visits pct",6.94
2025-01-25,"macon","Flu ED visits pct",3.87
2025-01-25,"savannah","Flu ED visits pct",5.71
2025-01-25,"floyd","Flu ED visits pct",10.5
2025-01-25,"henry","Flu ED visits pct",8.57
2025-01-25,"south-augusta","Flu ED visits pct",4.87
2025-01-25,"hall","Flu ED visits pct",4.86
2025-01-25,"columbus","Flu ED visits pct",7.09
2025-01-25,"indianapolis","Flu ED visits pct",6.09
2025-01-25,"portland","Flu ED visits pct",2.78
2025-01-25,"harford","Flu ED visits pct",6.8
2025-01-25,"montgomery","Flu ED visits pct",6.91
2025-01-25,"baltimore","Flu ED visits pct",7.6
2025-01-25,"worcester","Flu ED visits pct",7.5
2025-01-25,"springfield","Flu ED visits pct",7.95
2025-01-25,"boston","Flu ED visits pct",7.55
2025-01-25,"rochester","Flu ED visits pct",11.71
2025-01-25,"duluth","Flu ED visits pct",7.03
2025-01-25,"minneapolis","Flu ED visits pct",8.68
2025-01-25,"st-cloud","Flu ED visits pct",16.03
2025-01-25,"st-paul","Flu ED visits pct",8.86
2025-01-25,"charleston","Flu ED visits pct",10.37
2025-01-25,"rock-hill","Flu ED visits pct",15.29
2025-01-25,"columbia","Flu ED visits pct",13.82
2025-01-25,"greenville","Flu ED visits pct",9.75
2025-01-25,"san-antonio","Flu ED visits pct",12.23
2025-01-25,"dallas","Flu ED visits pct",9.79
2025-01-25,"el-paso","Flu ED visits pct",6.7
2025-01-25,"beaumont","Flu ED visits pct",7.16
2025-01-25,"austin","Flu ED visits pct",9.77
2025-01-25,"houston","Flu ED visits pct",6.54
2025-01-25,"ogden","Flu ED visits pct",6.19
2025-01-25,"provo","Flu ED visits pct",3.2
2025-01-25,"salt-lake-city","Flu ED visits pct",4.69
2025-01-25,"roanoke","Flu ED visits pct",5.42
2025-02-01,"denver","Flu ED visits pct",4.22
2025-02-01,"mesa","Flu ED visits pct",4.57
2025-02-01,"hall","Flu ED visits pct",7.38
2025-02-01,"macon","Flu ED visits pct",3.19
2025-02-01,"savannah","Flu ED visits pct",3.79
2025-02-01,"south-augusta","Flu ED visits pct",4.73
2025-02-01,"athens","Flu ED visits pct",8.3
2025-02-01,"columbus","Flu ED visits pct",6.91
2025-02-01,"cherokee","Flu ED visits pct",11.43
2025-02-01,"indianapolis","Flu ED visits pct",9.15
2025-02-01,"portland","Flu ED visits pct",3.87
2025-02-01,"baltimore","Flu ED visits pct",9.65
2025-02-01,"harford","Flu ED visits pct",9.09
2025-02-01,"montgomery","Flu ED visits pct",9.75
2025-02-01,"pittsfield","Flu ED visits pct",12.77
2025-02-01,"boston","Flu ED visits pct",8.64
2025-02-01,"worcester","Flu ED visits pct",8.61
2025-02-01,"st-paul","Flu ED visits pct",7.4
2025-02-01,"duluth","Flu ED visits pct",6.82
2025-02-01,"st-cloud","Flu ED visits pct",10.4
2025-02-01,"minneapolis","Flu ED visits pct",7.6
2025-02-01,"rochester","Flu ED visits pct",10.86
2025-02-01,"rock-hill","Flu ED visits pct",17.32
2025-02-01,"florence","Flu ED visits pct",13.98
2025-02-01,"columbia","Flu ED visits pct",15.65
2025-02-01,"greenville","Flu ED visits pct",14.3
2025-02-01,"el-paso","Flu ED visits pct",6.87
2025-02-01,"dallas","Flu ED visits pct",12.65
2025-02-01,"houston","Flu ED visits pct",5.84
2025-02-01,"beaumont","Flu ED visits pct",6.02
2025-02-01,"san-antonio","Flu ED visits pct",11.68
2025-02-01,"austin","Flu ED visits pct",10.81
2025-02-01,"provo","Flu ED visits pct",3.15
2025-02-01,"salt-lake-city","Flu ED visits pct",4.22
2025-02-01,"virginia","Flu ED visits pct",9.56
2025-02-01,"roanoke","Flu ED visits pct",9.61
2025-02-08,"denver","Flu ED visits pct",4.77
2025-02-08,"colorado","Flu ED visits pct",5.01
2025-02-08,"mesa","Flu ED visits pct",5.71
2025-02-08,"georgia","Flu ED visits pct",6.13
2025-02-08,"macon","Flu ED visits pct",2.65
2025-02-08,"savannah","Flu ED visits pct",3.99
2025-02-08,"floyd","Flu ED visits pct",9.43
2025-02-08,"la-grange","Flu ED visits pct",7.73
2025-02-08,"cherokee","Flu ED visits pct",11.1
2025-02-08,"hall","Flu ED visits pct",7.23
2025-02-08,"athens","Flu ED visits pct",8.19
2025-02-08,"columbus","Flu ED visits pct",4.24
2025-02-08,"bangor","Flu ED visits pct",7.82
2025-02-08,"baltimore","Flu ED visits pct",11.08
2025-02-08,"harford","Flu ED visits pct",12.08
2025-02-08,"lynn","Flu ED visits pct",11.22
2025-02-08,"worcester","Flu ED visits pct",9.9
2025-02-08,"boston","Flu ED visits pct",9.27
2025-02-08,"minneapolis","Flu ED visits pct",5.63
2025-02-08,"duluth","Flu ED visits pct",7.31
2025-02-08,"rochester","Flu ED visits pct",9.07
2025-02-08,"st-paul","Flu ED visits pct",6.76
2025-02-08,"charleston","Flu ED visits pct",6.61
2025-02-08,"columbia","Flu ED visits pct",12.44
2025-02-08,"horry","Flu ED visits pct",8.46
2025-02-08,"san-antonio","Flu ED visits pct",8.79
2025-02-08,"austin","Flu ED visits pct",7.89
2025-02-08,"el-paso","Flu ED visits pct",6.4
2025-02-08,"beaumont","Flu ED visits pct",5.61
2025-02-08,"dallas","Flu ED visits pct",9.72
2025-02-08,"houston","Flu ED visits pct",5.24
2025-02-08,"provo","Flu ED visits pct",4.05
2025-02-08,"salt-lake-city","Flu ED visits pct",4.5
2025-02-08,"ogden","Flu ED visits pct",4.68
2025-02-08,"roanoke","Flu ED visits pct",13.24
2025-02-15,"denver","Flu ED visits pct",4.07
2025-02-15,"mesa","Flu ED visits pct",3.62
2025-02-15,"weld","Flu ED visits pct",4.19
2025-02-15,"georgia","Flu ED visits pct",3.61
2025-02-15,"athens","Flu ED visits pct",4
2025-02-15,"macon","Flu ED visits pct",1.63
2025-02-15,"marietta","Flu ED visits pct",3.52
2025-02-15,"savannah","Flu ED visits pct",2.36
2025-02-15,"floyd","Flu ED visits pct",5.37
2025-02-15,"columbus","Flu ED visits pct",3.37
2025-02-15,"la-grange","Flu ED visits pct",4.21
2025-02-15,"cherokee","Flu ED visits pct",6.12
2025-02-15,"hall","Flu ED visits pct",4.51
2025-02-15,"indianapolis","Flu ED visits pct",9.81
2025-02-15,"portland","Flu ED visits pct",6.43
2025-02-15,"bangor","Flu ED visits pct",9.82
2025-02-15,"maryland","Flu ED visits pct",9.28
2025-02-15,"montgomery","Flu ED visits pct",8.63
2025-02-15,"frederick","Flu ED visits pct",7.98
2025-02-15,"harford","Flu ED visits pct",9.18
2025-02-15,"massachusetts","Flu ED visits pct",8.87
2025-02-15,"pittsfield","Flu ED visits pct",10.94
2025-02-15,"minnesota","Flu ED visits pct",4.81
2025-02-15,"st-cloud","Flu ED visits pct",5.17
2025-02-15,"minneapolis","Flu ED visits pct",3.82
2025-02-15,"st-paul","Flu ED visits pct",4.92
2025-02-15,"rochester","Flu ED visits pct",6.79
2025-02-15,"greenville","Flu ED visits pct",6.85
2025-02-15,"charleston","Flu ED visits pct",4.18
2025-02-15,"florence","Flu ED visits pct",7.32
2025-02-15,"houston","Flu ED visits pct",3.71
2025-02-15,"el-paso","Flu ED visits pct",5.09
2025-02-15,"dallas","Flu ED visits pct",5.48
2025-02-15,"austin","Flu ED visits pct",4.37
2025-02-15,"san-antonio","Flu ED visits pct",5.47
2025-02-15,"ogden","Flu ED visits pct",4.23
2025-02-15,"salt-lake-city","Flu ED visits pct",3.22
2025-02-15,"provo","Flu ED visits pct",3.47
2025-02-15,"roanoke","Flu ED visits pct",12.09
2025-02-22,"denver","Flu ED visits pct",3.21
2025-02-22,"colorado","Flu ED visits pct",3.61
2025-02-22,"colorado-springs","Flu ED visits pct",3.93
2025-02-22,"mesa","Flu ED visits pct",2.59
2025-02-22,"weld","Flu ED visits pct",5.77
2025-02-22,"hall","Flu ED visits pct",3.2
2025-02-22,"floyd","Flu ED visits pct",4.11
2025-02-22,"cherokee","Flu ED visits pct",4.5
2025-02-22,"macon","Flu ED visits pct",3.27
2025-02-22,"south-augusta","Flu ED visits pct",1.79
2025-02-22,"la-grange","Flu ED visits pct",3.66
2025-02-22,"columbus","Flu ED visits pct",2.32
2025-02-22,"indianapolis","Flu ED visits pct",8.21
2025-02-22,"portland","Flu ED visits pct",5.24
2025-02-22,"baltimore","Flu ED visits pct",5.56
2025-02-22,"montgomery","Flu ED visits pct",6.39
2025-02-22,"harford","Flu ED visits pct",6.2
2025-02-22,"boston","Flu ED visits pct",5.6
2025-02-22,"springfield","Flu ED visits pct",9.17
2025-02-22,"worcester","Flu ED visits pct",6.96
2025-02-22,"minnesota","Flu ED visits pct",4.08
2025-02-22,"st-cloud","Flu ED visits pct",3.49
2025-02-22,"minneapolis","Flu ED visits pct",3.6
2025-02-22,"st-paul","Flu ED visits pct",4.24
2025-02-22,"rochester","Flu ED visits pct",4.14
2025-02-22,"south-carolina","Flu ED visits pct",4.17
2025-02-22,"rock-hill","Flu ED visits pct",6.58
2025-02-22,"columbia","Flu ED visits pct",4.46
2025-02-22,"greenville","Flu ED visits pct",4.46
2025-02-22,"florence","Flu ED visits pct",4.47
2025-02-22,"houston","Flu ED visits pct",3.35
2025-02-22,"san-antonio","Flu ED visits pct",4.04
2025-02-22,"beaumont","Flu ED visits pct",2.55
2025-02-22,"dallas","Flu ED visits pct",4.34
2025-02-22,"provo","Flu ED visits pct",3.28
2025-02-22,"ogden","Flu ED visits pct",3.82
2025-02-22,"roanoke","Flu ED visits pct",7.34
2025-03-01,"denver","Flu ED visits pct",2.57
2025-03-01,"mesa","Flu ED visits pct",3.19
2025-03-01,"colorado-springs","Flu ED visits pct",3.48
2025-03-01,"weld","Flu ED visits pct",4.28
2025-03-01,"macon","Flu ED visits pct",2.8
2025-03-01,"south-augusta","Flu ED visits pct",1.01
2025-03-01,"savannah","Flu ED visits pct",1.23
2025-03-01,"marietta","Flu ED visits pct",1.67
2025-03-01,"la-grange","Flu ED visits pct",2.48
2025-03-01,"floyd","Flu ED visits pct",2.32
2025-03-01,"athens","Flu ED visits pct",4.02
2025-03-01,"cherokee","Flu ED visits pct",2.99
2025-03-01,"henry","Flu ED visits pct",2.54
2025-03-01,"hall","Flu ED visits pct",2.82
2025-03-01,"bangor","Flu ED visits pct",8
2025-03-01,"baltimore","Flu ED visits pct",4.28
2025-03-01,"montgomery","Flu ED visits pct",4.98
2025-03-01,"st-paul","Flu ED visits pct",2.83
2025-03-01,"duluth","Flu ED visits pct",2.56
2025-03-01,"rochester","Flu ED visits pct",3.14
2025-03-01,"st-cloud","Flu ED visits pct",2.61
2025-03-01,"minneapolis","Flu ED visits pct",2.53
2025-03-01,"south-carolina","Flu ED visits pct",3.66
2025-03-01,"charleston","Flu ED visits pct",1.95
2025-03-01,"florence","Flu ED visits pct",4.13
2025-03-01,"columbia","Flu ED visits pct",4.52
2025-03-01,"greenville","Flu ED visits pct",4.27
2025-03-01,"austin","Flu ED visits pct",3.33
2025-03-01,"beaumont","Flu ED visits pct",2.02
2025-03-01,"houston","Flu ED visits pct",3.27
2025-03-01,"san-antonio","Flu ED visits pct",3.24
2025-03-01,"utah","Flu ED visits pct",2.67
2025-03-01,"ogden","Flu ED visits pct",2.38
2025-03-01,"provo","Flu ED visits pct",2.85
2025-03-01,"salt-lake-city","Flu ED visits pct",2.78
2025-03-01,"virginia","Flu ED visits pct",4.98
2025-03-01,"roanoke","Flu ED visits pct",5.96
2025-03-08,"denver","Flu ED visits pct",2.06
2025-03-08,"mesa","Flu ED visits pct",2.52
2025-03-08,"weld","Flu ED visits pct",4.34
2025-03-08,"athens","Flu ED visits pct",2.85
2025-03-08,"floyd","Flu ED visits pct",2.64
2025-03-08,"south-augusta","Flu ED visits pct",1.52
2025-03-08,"la-grange","Flu ED visits pct",2.27
2025-03-08,"macon","Flu ED visits pct",4.28
2025-03-08,"hall","Flu ED visits pct",2.98
2025-03-08,"savannah","Flu ED visits pct",1.78
2025-03-08,"henry","Flu ED visits pct",2.11
2025-03-08,"indianapolis","Flu ED visits pct",3.73
2025-03-08,"maine","Flu ED visits pct",6.01
2025-03-08,"bangor","Flu ED visits pct",6.64
2025-03-08,"maryland","Flu ED visits pct",3.82
2025-03-08,"baltimore","Flu ED visits pct",3.17
2025-03-08,"harford","Flu ED visits pct",3.17
2025-03-08,"lynn","Flu ED visits pct",3.85
2025-03-08,"springfield","Flu ED visits pct",5.12
2025-03-08,"boston","Flu ED visits pct",2.99
2025-03-08,"minnesota","Flu ED visits pct",2.33
2025-03-08,"minneapolis","Flu ED visits pct",2.36
2025-03-08,"rochester","Flu ED visits pct",2.19
2025-03-08,"duluth","Flu ED visits pct",2.2
2025-03-08,"st-cloud","Flu ED visits pct",1.04
2025-03-08,"charleston","Flu ED visits pct",1.48
2025-03-08,"greenville","Flu ED visits pct",3.4
2025-03-08,"san-antonio","Flu ED visits pct",2.22
2025-03-08,"houston","Flu ED visits pct",2.44
2025-03-08,"austin","Flu ED visits pct",1.92
2025-03-08,"dallas","Flu ED visits pct",2.42
2025-03-08,"beaumont","Flu ED visits pct",1.83
2025-03-08,"el-paso","Flu ED visits pct",2.52
2025-03-08,"ogden","Flu ED visits pct",1.98
2025-03-08,"provo","Flu ED visits pct",2.39
2025-03-08,"roanoke","Flu ED visits pct",4.76
2025-03-15,"denver","Flu ED visits pct",1.57
2025-03-15,"mesa","Flu ED visits pct",1.6
2025-03-15,"larimer","Flu ED visits pct",2.68
2025-03-15,"georgia","Flu ED visits pct",1.85
2025-03-15,"cherokee","Flu ED visits pct",2.91
2025-03-15,"marietta","Flu ED visits pct",1.93
2025-03-15,"floyd","Flu ED visits pct",2.3
2025-03-15,"south-augusta","Flu ED visits pct",1.1
2025-03-15,"columbus","Flu ED visits pct",2.24
2025-03-15,"macon","Flu ED visits pct",2.88
2025-03-15,"indianapolis","Flu ED visits pct",2.35
2025-03-15,"maine","Flu ED visits pct",4.72
2025-03-15,"portland","Flu ED visits pct",3.73
2025-03-15,"baltimore","Flu ED visits pct",2.64
2025-03-15,"lynn","Flu ED visits pct",2.6
2025-03-15,"springfield","Flu ED visits pct",3.72
2025-03-15,"boston","Flu ED visits pct",2.04
2025-03-15,"worcester","Flu ED visits pct",2.95
2025-03-15,"minnesota","Flu ED visits pct",1.79
2025-03-15,"minneapolis","Flu ED visits pct",1.81
2025-03-15,"duluth","Flu ED visits pct",1.65
2025-03-15,"greenville","Flu ED visits pct",2.92
2025-03-15,"charleston","Flu ED visits pct",1.29
2025-03-15,"columbia","Flu ED visits pct",2.25
2025-03-15,"florence","Flu ED visits pct",2.98
2025-03-15,"san-antonio","Flu ED visits pct",1.31
2025-03-15,"houston","Flu ED visits pct",2.04
2025-03-15,"el-paso","Flu ED visits pct",1.78
2025-03-15,"dallas","Flu ED visits pct",1.6
2025-03-15,"utah","Flu ED visits pct",1.91
2025-03-15,"provo","Flu ED visits pct",1.72
2025-03-15,"ogden","Flu ED visits pct",1.8
2025-03-15,"salt-lake-city","Flu ED visits pct",2.14
2025-03-15,"roanoke","Flu ED visits pct",3.43
2025-03-22,"denver","Flu ED visits pct",1.11
2025-03-22,"colorado","Flu ED visits pct",1.28
2025-03-22,"colorado-springs","Flu ED visits pct",1.47
2025-03-22,"mesa","Flu ED visits pct",0.37
2025-03-22,"weld","Flu ED visits pct",2.05
2025-03-22,"hall","Flu ED visits pct",2.38
2025-03-22,"athens","Flu ED visits pct",0.94
2025-03-22,"marietta","Flu ED visits pct",0.76
2025-03-22,"macon","Flu ED visits pct",0.45
2025-03-22,"henry","Flu ED visits pct",1.16
2025-03-22,"cherokee","Flu ED visits pct",1.47
2025-03-22,"floyd","Flu ED visits pct",1.18
2025-03-22,"south-augusta","Flu ED visits pct",0.68
2025-03-22,"columbus","Flu ED visits pct",1.46
2025-03-22,"indianapolis","Flu ED visits pct",1.35
2025-03-22,"maine","Flu ED visits pct",3.61
2025-03-22,"portland","Flu ED visits pct",3.24
2025-03-22,"bangor","Flu ED visits pct",2.74
2025-03-22,"montgomery","Flu ED visits pct",3.06
2025-03-22,"massachusetts","Flu ED visits pct",1.79
2025-03-22,"new-bedford","Flu ED visits pct",2.14
2025-03-22,"worcester","Flu ED visits pct",2.26
2025-03-22,"boston","Flu ED visits pct",1.52
2025-03-22,"st-paul","Flu ED visits pct",1.63
2025-03-22,"rochester","Flu ED visits pct",1.33
2025-03-22,"duluth","Flu ED visits pct",1.1
2025-03-22,"st-cloud","Flu ED visits pct",1.22
2025-03-22,"charleston","Flu ED visits pct",0.8
2025-03-22,"florence","Flu ED visits pct",1.37
2025-03-22,"houston","Flu ED visits pct",1.29
2025-03-22,"el-paso","Flu ED visits pct",1.33
2025-03-22,"dallas","Flu ED visits pct",0.98
2025-03-22,"san-antonio","Flu ED visits pct",0.9
2025-03-22,"beaumont","Flu ED visits pct",1.27
2025-03-22,"austin","Flu ED visits pct",1.14
2025-03-22,"utah","Flu ED visits pct",1.6
2025-03-22,"ogden","Flu ED visits pct",1.96
2025-03-22,"salt-lake-city","Flu ED visits pct",1.66
2025-03-22,"roanoke","Flu ED visits pct",2.27
2025-03-29,"denver","Flu ED visits pct",0.87
2025-03-29,"colorado-springs","Flu ED visits pct",0.85
2025-03-29,"mesa","Flu ED visits pct",0.53
2025-03-29,"weld","Flu ED visits pct",1.22
2025-03-29,"hall","Flu ED visits pct",1.78
2025-03-29,"savannah","Flu ED visits pct",0.59
2025-03-29,"marietta","Flu ED visits pct",1.28
2025-03-29,"la-grange","Flu ED visits pct",1.02
2025-03-29,"south-augusta","Flu ED visits pct",0.52
2025-03-29,"athens","Flu ED visits pct",0.86
2025-03-29,"macon","Flu ED visits pct",1.12
2025-03-29,"columbus","Flu ED visits pct",1.6
2025-03-29,"indianapolis","Flu ED visits pct",0.81
2025-03-29,"portland","Flu ED visits pct",2.98
2025-03-29,"maryland","Flu ED visits pct",2.28
2025-03-29,"baltimore","Flu ED visits pct",2
2025-03-29,"harford","Flu ED visits pct",1.46
2025-03-29,"montgomery","Flu ED visits pct",2.93
2025-03-29,"lynn","Flu ED visits pct",1.47
2025-03-29,"boston","Flu ED visits pct",1.24
2025-03-29,"st-paul","Flu ED visits pct",1.21
2025-03-29,"rochester","Flu ED visits pct",1.04
2025-03-29,"duluth","Flu ED visits pct",0.65
2025-03-29,"minneapolis","Flu ED visits pct",1.32
2025-03-29,"st-cloud","Flu ED visits pct",0.89
2025-03-29,"south-carolina","Flu ED visits pct",1.01
2025-03-29,"charleston","Flu ED visits pct",0.55
2025-03-29,"columbia","Flu ED visits pct",1.08
2025-03-29,"texas","Flu ED visits pct",1.03
2025-03-29,"san-antonio","Flu ED visits pct",0.8
2025-03-29,"dallas","Flu ED visits pct",0.71
2025-03-29,"houston","Flu ED visits pct",1.22
2025-03-29,"beaumont","Flu ED visits pct",0.68
2025-03-29,"austin","Flu ED visits pct",0.83
2025-03-29,"el-paso","Flu ED visits pct",1.43
2025-03-29,"ogden","Flu ED visits pct",1.58
2025-03-29,"provo","Flu ED visits pct",1.04
2025-03-29,"salt-lake-city","Flu ED visits pct",1.47
2025-03-29,"roanoke","Flu ED visits pct",1.77
2025-04-05,"colorado","Flu ED visits pct",0.74
2025-04-05,"denver","Flu ED visits pct",0.73
2025-04-05,"mesa","Flu ED visits pct",0.38
2025-04-05,"weld","Flu ED visits pct",0.6
2025-04-05,"floyd","Flu ED visits pct",0.48
2025-04-05,"marietta","Flu ED visits pct",1.19
2025-04-05,"savannah","Flu ED visits pct",0.42
2025-04-05,"henry","Flu ED visits pct",0.89
2025-04-05,"macon","Flu ED visits pct",1.02
2025-04-05,"hall","Flu ED visits pct",0.98
2025-04-05,"athens","Flu ED visits pct",0.92
2025-04-05,"la-grange","Flu ED visits pct",1.28
2025-04-05,"columbus","Flu ED visits pct",0.63
2025-04-05,"south-augusta","Flu ED visits pct",0.35
2025-04-05,"indianapolis","Flu ED visits pct",0.46
2025-04-05,"portland","Flu ED visits pct",2.59
2025-04-05,"bangor","Flu ED visits pct",1.67
2025-04-05,"baltimore","Flu ED visits pct",2.18
2025-04-05,"harford","Flu ED visits pct",1.5
2025-04-05,"montgomery","Flu ED visits pct",2.88
2025-04-05,"massachusetts","Flu ED visits pct",1.33
2025-04-05,"boston","Flu ED visits pct",1.22
2025-04-05,"worcester","Flu ED visits pct",1.41
2025-04-05,"minnesota","Flu ED visits pct",0.87
2025-04-05,"duluth","Flu ED visits pct",0.65
2025-04-05,"minneapolis","Flu ED visits pct",0.89
2025-04-05,"st-paul","Flu ED visits pct",1.02
2025-04-05,"rochester","Flu ED visits pct",0.56
2025-04-05,"st-cloud","Flu ED visits pct",0.73
2025-04-05,"charleston","Flu ED visits pct",0.56
2025-04-05,"horry","Flu ED visits pct",0.65
2025-04-05,"columbia","Flu ED visits pct",0.78
2025-04-05,"austin","Flu ED visits pct",0.57
2025-04-05,"san-antonio","Flu ED visits pct",0.72
2025-04-05,"dallas","Flu ED visits pct",0.61
2025-04-05,"beaumont","Flu ED visits pct",0.75
2025-04-05,"houston","Flu ED visits pct",1.03
2025-04-05,"salt-lake-city","Flu ED visits pct",0.97
2025-04-05,"ogden","Flu ED visits pct",1.12
2025-04-05,"provo","Flu ED visits pct",0.52
2025-04-05,"virginia","Flu ED visits pct",2.18
2025-04-05,"roanoke","Flu ED visits pct",1.09
2025-04-12,"denver","Flu ED visits pct",0.45
2025-04-12,"colorado-springs","Flu ED visits pct",0.59
2025-04-12,"mesa","Flu ED visits pct",0.52
2025-04-12,"georgia","Flu ED visits pct",0.4
2025-04-12,"la-grange","Flu ED visits pct",0.45
2025-04-12,"macon","Flu ED visits pct",0.18
2025-04-12,"hall","Flu ED visits pct",0.54
2025-04-12,"floyd","Flu ED visits pct",0.33
2025-04-12,"columbus","Flu ED visits pct",0.49
2025-04-12,"athens","Flu ED visits pct",0.44
2025-04-12,"cherokee","Flu ED visits pct",0.55
2025-04-12,"henry","Flu ED visits pct",0.54
2025-04-12,"indiana","Flu ED visits pct",0.61
2025-04-12,"indianapolis","Flu ED visits pct",0.28
2025-04-12,"maine","Flu ED visits pct",1.81
2025-04-12,"portland","Flu ED visits pct",1.85
2025-04-12,"bangor","Flu ED visits pct",1.39
2025-04-12,"maryland","Flu ED visits pct",1.84
2025-04-12,"baltimore","Flu ED visits pct",1.72
